game_time,game_mode,lobby_type,game_phase
415,Single Draft,Public matchmaking,early_game
1820,All Draft,Ranked,late_game
2906,All Draft,Ranked,late_game
923,All Draft,Ranked,mid_game
1369,All Draft,Ranked,mid_game
1364,All Draft,Ranked,mid_game
429,All Draft,Ranked,early_game
1362,All Draft,Ranked,mid_game
1567,Single Draft,Public matchmaking,late_game
1574,All Draft,Ranked,late_game
1777,All Draft,Ranked,late_game
2226,All Draft,Ranked,late_game
199,All Draft,Public matchmaking,early_game
1378,All Draft,Ranked,mid_game
817,Turbo Mode,Public matchmaking,mid_game
1025,All Draft,Ranked,mid_game
1246,All Draft,Ranked,mid_game
1420,All Draft,Ranked,mid_game
1302,All Draft,Ranked,mid_game
1331,All Draft,Public matchmaking,mid_game
1624,Single Draft,Public matchmaking,late_game
1063,All Draft,Ranked,mid_game
1214,All Draft,Ranked,mid_game
1548,All Draft,Ranked,mid_game
663,All Draft,Ranked,early_game
1949,All Draft,Ranked,late_game
3632,All Draft,Ranked,late_game
82,All Draft,Ranked,early_game
1269,All Draft,Ranked,mid_game
1054,All Draft,Public matchmaking,mid_game
1287,All Draft,Ranked,mid_game
1036,All Draft,Ranked,mid_game
1073,All Draft,Ranked,mid_game
780,All Draft,Ranked,mid_game
1483,All Draft,Ranked,mid_game
1230,All Draft,Public matchmaking,mid_game
1986,All Draft,Ranked,late_game
1185,All Draft,Ranked,mid_game
1667,All Draft,Ranked,late_game
1175,All Draft,Ranked,mid_game
1620,All Draft,Ranked,late_game
2155,All Draft,Ranked,late_game
1125,All Draft,Ranked,mid_game
315,All Draft,Ranked,early_game
1640,All Draft,Ranked,late_game
617,All Draft,Ranked,early_game
1511,Single Draft,Public matchmaking,mid_game
1945,All Draft,Ranked,late_game
261,All Draft,Ranked,early_game
451,All Draft,Ranked,early_game
464,All Draft,Ranked,early_game
719,Turbo Mode,Public matchmaking,early_game
526,All Draft,Ranked,early_game
922,Turbo Mode,Public matchmaking,mid_game
1606,All Draft,Ranked,late_game
1323,All Draft,Ranked,mid_game
776,All Draft,Ranked,early_game
541,All Draft,Ranked,early_game
708,All Draft,Ranked,early_game
1475,All Draft,Public matchmaking,mid_game
1631,All Draft,Ranked,late_game
1152,All Draft,Ranked,mid_game
295,Random Draft,Ranked,early_game
1193,All Draft,Ranked,mid_game
1318,All Draft,Ranked,mid_game
1934,Turbo Mode,Public matchmaking,late_game
1266,All Draft,Ranked,mid_game
371,All Draft,Ranked,early_game
618,All Draft,Ranked,early_game
1305,All Draft,Public matchmaking,mid_game
235,All Draft,Public matchmaking,early_game
1568,All Draft,Ranked,late_game
1450,All Draft,Ranked,mid_game
263,All Draft,Ranked,early_game
306,All Draft,Ranked,early_game
2166,All Draft,Ranked,late_game
645,All Draft,Ranked,early_game
1680,Random Draft,Public matchmaking,late_game
590,All Draft,Ranked,early_game
2784,All Draft,Public matchmaking,late_game
216,All Draft,Public matchmaking,early_game
554,All Draft,Ranked,early_game
1257,All Draft,Ranked,mid_game
596,All Draft,Ranked,early_game
111,All Draft,Ranked,early_game
2015,All Draft,Ranked,late_game
1205,All Draft,Ranked,mid_game
865,All Draft,Public matchmaking,mid_game
1492,Random Draft,Public matchmaking,mid_game
1275,All Draft,Public matchmaking,mid_game
638,Turbo Mode,Public matchmaking,early_game
9,All Draft,Ranked,early_game
1202,All Draft,Ranked,mid_game
253,All Draft,Ranked,early_game
820,All Draft,Ranked,mid_game
1561,All Draft,Ranked,late_game
2058,All Draft,Public matchmaking,late_game
1566,All Draft,Ranked,late_game
153,All Draft,Ranked,early_game
912,Single Draft,Public matchmaking,mid_game
234,All Draft,Ranked,early_game
986,All Draft,Ranked,mid_game
464,All Draft,Ranked,early_game
1224,All Draft,Ranked,mid_game
873,Random Draft,Public matchmaking,mid_game
1327,All Draft,Ranked,mid_game
1282,All Draft,Ranked,mid_game
2113,All Draft,Ranked,late_game
2412,All Draft,Public matchmaking,late_game
1560,All Draft,Ranked,late_game
3932,Random Draft,Public matchmaking,late_game
726,All Draft,Ranked,early_game
400,All Draft,Ranked,early_game
813,All Draft,Ranked,mid_game
2016,All Draft,Ranked,late_game
700,All Draft,Ranked,early_game
1604,All Draft,Ranked,late_game
202,Turbo Mode,Public matchmaking,early_game
592,All Draft,Ranked,early_game
385,All Draft,Ranked,early_game
2348,All Draft,Ranked,late_game
1252,Single Draft,Public matchmaking,mid_game
2699,All Draft,Ranked,late_game
1606,All Draft,Public matchmaking,late_game
596,All Draft,Ranked,early_game
46,All Draft,Public matchmaking,early_game
538,All Draft,Ranked,early_game
185,Random Draft,Public matchmaking,early_game
2882,All Draft,Ranked,late_game
2180,All Draft,Ranked,late_game
857,All Draft,Ranked,mid_game
419,All Draft,Ranked,early_game
653,All Draft,Ranked,early_game
1585,All Draft,Ranked,late_game
115,Turbo Mode,Public matchmaking,early_game
1434,All Draft,Ranked,mid_game
237,Random Draft,Ranked,early_game
736,All Draft,Ranked,early_game
526,Turbo Mode,Public matchmaking,early_game
558,Single Draft,Public matchmaking,early_game
521,All Draft,Ranked,early_game
2840,Single Draft,Public matchmaking,late_game
2827,Random Draft,Ranked,late_game
216,All Draft,Ranked,early_game
578,Single Draft,Public matchmaking,early_game
1568,All Draft,Ranked,late_game
2200,All Draft,Ranked,late_game
1080,All Draft,Public matchmaking,mid_game
1494,All Draft,Ranked,mid_game
2415,All Draft,Ranked,late_game
638,All Draft,Ranked,early_game
1857,All Draft,Ranked,late_game
562,All Draft,Ranked,early_game
971,All Draft,Ranked,mid_game
232,All Draft,Ranked,early_game
465,All Draft,Ranked,early_game
206,All Draft,Ranked,early_game
1273,All Draft,Ranked,mid_game
245,All Draft,Ranked,early_game
62,Single Draft,Public matchmaking,early_game
1565,Single Draft,Public matchmaking,late_game
694,All Draft,Ranked,early_game
446,Single Draft,Public matchmaking,early_game
322,All Draft,Ranked,early_game
1854,All Draft,Ranked,late_game
1200,All Draft,Ranked,mid_game
27,Single Draft,Public matchmaking,early_game
1738,All Draft,Ranked,late_game
1197,All Draft,Ranked,mid_game
1893,Single Draft,Public matchmaking,late_game
1468,Turbo Mode,Public matchmaking,mid_game
8,Single Draft,Public matchmaking,early_game
2237,All Draft,Ranked,late_game
362,Single Draft,Public matchmaking,early_game
133,All Draft,Ranked,early_game
1758,All Draft,Ranked,late_game
994,All Draft,Ranked,mid_game
846,Turbo Mode,Public matchmaking,mid_game
386,All Draft,Ranked,early_game
3400,All Draft,Ranked,late_game
935,All Draft,Ranked,mid_game
589,Turbo Mode,Public matchmaking,early_game
1624,All Draft,Public matchmaking,late_game
146,All Draft,Ranked,early_game
307,All Draft,Public matchmaking,early_game
691,All Draft,Ranked,early_game
1242,Single Draft,Public matchmaking,mid_game
1600,All Draft,Ranked,late_game
1354,All Draft,Ranked,mid_game
1660,All Draft,Ranked,late_game
1139,All Draft,Ranked,mid_game
186,All Draft,Ranked,early_game
588,All Draft,Ranked,early_game
64,All Draft,Ranked,early_game
2102,All Draft,Ranked,late_game
809,All Draft,Ranked,mid_game
1204,Random Draft,Public matchmaking,mid_game
621,All Draft,Ranked,early_game
749,All Draft,Ranked,early_game
1426,All Draft,Ranked,mid_game
1474,Captains Mode,Public matchmaking,mid_game
1215,All Draft,Ranked,mid_game
930,Turbo Mode,Public matchmaking,mid_game
1526,All Draft,Ranked,mid_game
617,All Draft,Public matchmaking,early_game
661,Turbo Mode,Public matchmaking,early_game
341,All Draft,Ranked,early_game
355,All Draft,Ranked,early_game
751,All Draft,Ranked,early_game
2304,All Draft,Public matchmaking,late_game
1204,All Draft,Public matchmaking,mid_game
1708,All Draft,Public matchmaking,late_game
544,Turbo Mode,Public matchmaking,early_game
660,Turbo Mode,Public matchmaking,early_game
704,All Draft,Ranked,early_game
1198,All Draft,Ranked,mid_game
1124,All Draft,Ranked,mid_game
126,All Draft,Ranked,early_game
984,All Draft,Ranked,mid_game
2061,All Draft,Ranked,late_game
953,All Draft,Public matchmaking,mid_game
1443,Single Draft,Public matchmaking,mid_game
2627,All Draft,Ranked,late_game
1003,All Draft,Ranked,mid_game
965,All Draft,Ranked,mid_game
2236,All Draft,Ranked,late_game
2624,Single Draft,Public matchmaking,late_game
325,All Draft,Ranked,early_game
1831,All Draft,Ranked,late_game
115,All Draft,Ranked,early_game
609,All Draft,Ranked,early_game
356,All Draft,Ranked,early_game
1920,All Draft,Ranked,late_game
3308,All Draft,Ranked,late_game
1606,Single Draft,Public matchmaking,late_game
117,All Draft,Ranked,early_game
1998,All Draft,Ranked,late_game
435,All Draft,Public matchmaking,early_game
2465,All Draft,Ranked,late_game
117,All Draft,Ranked,early_game
1282,Single Draft,Public matchmaking,mid_game
66,All Draft,Ranked,early_game
1865,All Draft,Ranked,late_game
1969,All Draft,Ranked,late_game
1418,All Draft,Ranked,mid_game
554,All Draft,Ranked,early_game
300,All Draft,Ranked,early_game
911,All Draft,Ranked,mid_game
797,All Draft,Public matchmaking,mid_game
1707,All Draft,Ranked,late_game
593,All Draft,Ranked,early_game
2861,All Draft,Ranked,late_game
235,Random Draft,Ranked,early_game
1032,All Draft,Ranked,mid_game
6,All Draft,Ranked,early_game
1175,All Draft,Ranked,mid_game
2998,All Draft,Ranked,late_game
894,All Draft,Ranked,mid_game
2196,All Draft,Ranked,late_game
1331,All Draft,Ranked,mid_game
577,All Draft,Ranked,early_game
255,All Draft,Ranked,early_game
1942,All Draft,Ranked,late_game
969,Turbo Mode,Public matchmaking,mid_game
2530,All Draft,Public matchmaking,late_game
902,All Draft,Ranked,mid_game
256,Turbo Mode,Public matchmaking,early_game
712,All Draft,Public matchmaking,early_game
1543,All Draft,Ranked,mid_game
1106,All Draft,Ranked,mid_game
34,All Draft,Ranked,early_game
10,All Draft,Ranked,early_game
981,Turbo Mode,Public matchmaking,mid_game
1611,All Draft,Ranked,late_game
588,All Draft,Ranked,early_game
792,All Draft,Ranked,mid_game
1435,All Draft,Ranked,mid_game
149,All Draft,Ranked,early_game
3233,Single Draft,Public matchmaking,late_game
558,Turbo Mode,Public matchmaking,early_game
341,All Draft,Ranked,early_game
1425,All Draft,Ranked,mid_game
1505,All Draft,Ranked,mid_game
1772,All Draft,Ranked,late_game
1906,All Draft,Ranked,late_game
1998,All Draft,Ranked,late_game
859,All Draft,Ranked,mid_game
3392,All Draft,Public matchmaking,late_game
1172,All Draft,Ranked,mid_game
2585,Captains Mode,Ranked,late_game
591,Single Draft,Public matchmaking,early_game
2412,All Draft,Ranked,late_game
1391,All Draft,Public matchmaking,mid_game
1102,All Draft,Public matchmaking,mid_game
15,Turbo Mode,Public matchmaking,early_game
2622,Single Draft,Public matchmaking,late_game
992,All Draft,Ranked,mid_game
706,Single Draft,Public matchmaking,early_game
1386,All Draft,Ranked,mid_game
1359,Captains Mode,Ranked,mid_game
1514,All Draft,Ranked,mid_game
835,All Draft,Ranked,mid_game
958,All Draft,Public matchmaking,mid_game
95,All Draft,Ranked,early_game
852,All Draft,Ranked,mid_game
1513,Single Draft,Public matchmaking,mid_game
2777,All Draft,Ranked,late_game
1410,All Draft,Ranked,mid_game
866,All Draft,Ranked,mid_game
1864,All Draft,Ranked,late_game
588,Turbo Mode,Public matchmaking,early_game
1483,All Draft,Ranked,mid_game
1409,All Draft,Ranked,mid_game
1458,All Draft,Public matchmaking,mid_game
1800,All Draft,Ranked,late_game
747,All Draft,Ranked,early_game
1023,All Draft,Ranked,mid_game
419,Turbo Mode,Public matchmaking,early_game
314,Random Draft,Ranked,early_game
2242,All Draft,Ranked,late_game
739,All Draft,Public matchmaking,early_game
100,Single Draft,Public matchmaking,early_game
1192,All Draft,Ranked,mid_game
558,Single Draft,Public matchmaking,early_game
548,Turbo Mode,Public matchmaking,early_game
157,All Draft,Ranked,early_game
1991,All Draft,Public matchmaking,late_game
71,All Draft,Ranked,early_game
863,All Draft,Ranked,mid_game
348,All Draft,Ranked,early_game
936,All Draft,Public matchmaking,mid_game
711,All Draft,Ranked,early_game
1557,All Draft,Ranked,mid_game
1211,Single Draft,Public matchmaking,mid_game
1346,All Draft,Public matchmaking,mid_game
1173,All Draft,Ranked,mid_game
432,All Draft,Ranked,early_game
148,All Draft,Ranked,early_game
1046,Turbo Mode,Public matchmaking,mid_game
2664,All Draft,Ranked,late_game
56,All Draft,Ranked,early_game
630,All Draft,Ranked,early_game
439,Single Draft,Public matchmaking,early_game
341,All Draft,Ranked,early_game
717,Turbo Mode,Public matchmaking,early_game
224,All Draft,Ranked,early_game
1765,All Draft,Ranked,late_game
914,All Draft,Ranked,mid_game
910,All Draft,Ranked,mid_game
1464,All Draft,Ranked,mid_game
582,Single Draft,Public matchmaking,early_game
588,All Draft,Public matchmaking,early_game
2130,All Draft,Ranked,late_game
2002,All Draft,Ranked,late_game
4,All Draft,Ranked,early_game
508,All Draft,Public matchmaking,early_game
3071,Random Draft,Public matchmaking,late_game
1739,All Draft,Ranked,late_game
1048,All Draft,Ranked,mid_game
123,All Draft,Public matchmaking,early_game
3031,All Draft,Ranked,late_game
2006,All Draft,Ranked,late_game
1180,All Draft,Ranked,mid_game
1001,All Draft,Ranked,mid_game
2023,All Draft,Ranked,late_game
986,All Draft,Ranked,mid_game
372,All Draft,Public matchmaking,early_game
537,All Draft,Ranked,early_game
1225,All Draft,Public matchmaking,mid_game
1261,All Draft,Ranked,mid_game
382,Single Draft,Public matchmaking,early_game
514,All Draft,Ranked,early_game
185,Single Draft,Public matchmaking,early_game
172,All Draft,Ranked,early_game
1914,All Draft,Ranked,late_game
1716,All Draft,Ranked,late_game
316,All Draft,Ranked,early_game
2312,Single Draft,Public matchmaking,late_game
301,Turbo Mode,Public matchmaking,early_game
1037,All Draft,Ranked,mid_game
639,All Draft,Ranked,early_game
446,All Draft,Ranked,early_game
1170,Turbo Mode,Public matchmaking,mid_game
1,Single Draft,Public matchmaking,early_game
1054,All Draft,Ranked,mid_game
2353,All Draft,Ranked,late_game
1330,All Draft,Ranked,mid_game
719,All Draft,Ranked,early_game
394,All Draft,Ranked,early_game
579,All Draft,Ranked,early_game
2091,All Draft,Ranked,late_game
461,All Draft,Ranked,early_game
2415,Single Draft,Public matchmaking,late_game
242,Single Draft,Public matchmaking,early_game
1142,All Draft,Ranked,mid_game
2117,All Draft,Public matchmaking,late_game
624,Turbo Mode,Public matchmaking,early_game
2718,All Draft,Ranked,late_game
1926,All Draft,Ranked,late_game
232,All Draft,Public matchmaking,early_game
1241,Turbo Mode,Public matchmaking,mid_game
1688,All Draft,Ranked,late_game
529,All Draft,Ranked,early_game
1644,Random Draft,Ranked,late_game
1281,All Draft,Ranked,mid_game
608,All Draft,Ranked,early_game
200,All Draft,Ranked,early_game
2243,Single Draft,Public matchmaking,late_game
118,All Draft,Ranked,early_game
306,All Draft,Ranked,early_game
1494,All Draft,Ranked,mid_game
153,Single Draft,Public matchmaking,early_game
2345,All Draft,Ranked,late_game
1270,Single Draft,Public matchmaking,mid_game
2162,All Draft,Ranked,late_game
199,All Draft,Ranked,early_game
1116,All Draft,Public matchmaking,mid_game
165,Random Draft,Public matchmaking,early_game
662,All Draft,Ranked,early_game
1655,Random Draft,Ranked,late_game
140,All Draft,Ranked,early_game
1780,All Draft,Ranked,late_game
1187,All Draft,Public matchmaking,mid_game
1802,Single Draft,Public matchmaking,late_game
859,All Draft,Ranked,mid_game
2091,All Draft,Ranked,late_game
1091,Turbo Mode,Public matchmaking,mid_game
1323,All Draft,Ranked,mid_game
455,All Draft,Ranked,early_game
1735,All Draft,Ranked,late_game
1384,All Draft,Ranked,mid_game
1485,All Draft,Public matchmaking,mid_game
1120,Random Draft,Public matchmaking,mid_game
513,Single Draft,Public matchmaking,early_game
2395,Single Draft,Public matchmaking,late_game
996,Turbo Mode,Public matchmaking,mid_game
716,All Draft,Ranked,early_game
515,Turbo Mode,Public matchmaking,early_game
991,Turbo Mode,Public matchmaking,mid_game
788,All Draft,Ranked,mid_game
1772,All Draft,Ranked,late_game
788,All Draft,Public matchmaking,mid_game
2734,All Draft,Public matchmaking,late_game
1387,All Draft,Public matchmaking,mid_game
3625,All Draft,Ranked,late_game
1549,All Draft,Ranked,mid_game
1452,All Draft,Public matchmaking,mid_game
404,All Draft,Ranked,early_game
30,All Draft,Ranked,early_game
2417,All Draft,Public matchmaking,late_game
771,All Draft,Ranked,early_game
382,All Draft,Ranked,early_game
1653,Single Draft,Public matchmaking,late_game
1188,All Draft,Ranked,mid_game
1966,All Draft,Ranked,late_game
549,All Draft,Public matchmaking,early_game
94,All Draft,Ranked,early_game
509,All Draft,Public matchmaking,early_game
19,Random Draft,Ranked,early_game
1293,All Draft,Ranked,mid_game
1188,All Draft,Ranked,mid_game
1702,All Draft,Ranked,late_game
1078,Single Draft,Public matchmaking,mid_game
1476,All Draft,Ranked,mid_game
164,All Draft,Ranked,early_game
276,All Draft,Ranked,early_game
677,Single Draft,Public matchmaking,early_game
287,All Draft,Ranked,early_game
277,Turbo Mode,Public matchmaking,early_game
1933,Single Draft,Public matchmaking,late_game
1626,All Draft,Ranked,late_game
508,Turbo Mode,Public matchmaking,early_game
1229,All Draft,Ranked,mid_game
1439,All Draft,Ranked,mid_game
209,Turbo Mode,Public matchmaking,early_game
704,All Draft,Ranked,early_game
2124,All Draft,Ranked,late_game
616,All Draft,Ranked,early_game
2406,All Draft,Public matchmaking,late_game
2206,All Draft,Ranked,late_game
38,All Draft,Ranked,early_game
624,All Draft,Ranked,early_game
2306,All Draft,Public matchmaking,late_game
1791,All Draft,Ranked,late_game
1300,All Draft,Ranked,mid_game
2709,All Draft,Ranked,late_game
1941,All Draft,Ranked,late_game
